record_id,redcap_event_name,information_timestamp,consent,subject_id_quest,information_complete,nfc_timestamp,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,bis_11_timestamp,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_timestamp,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_timestamp,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,erq_timestamp,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,who5_timestamp,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,cdrisc_timestamp,risc_01,risc_04,risc_06,risc_07,risc_08,risc_11,risc_14,risc_16,risc_17,risc_19,cdrisc_complete,acs_timestamp,acs_01,acs_02,acs_03,acs_04,acs_05,acs_06,acs_07,acs_08,acs_09,acs_10,acs_11,acs_12,acs_13,acs_14,acs_15,acs_16,acs_17,acs_18,acs_19,acs_20,acs_complete,flexer_timestamp,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_complete,lay_beliefs_timestamp,layb_01,layb_02,layb_03,layb_04,lay_beliefs_complete,appointment_timestamp,appointment_complete,subject_id_lab,vl,date,preparatory_coged_complete,general_questions_timestamp,age,gender,edu,state,general_questions_complete,inclusion,inclusion_0___1,inclusion_0___2,inclusion_0_2,researcher_questions_complete,nasatlx_aversion_timestamp,nasa_tlx_1,nasa_tlx_2,nasa_tlx_3,nasa_tlx_4,nasa_tlx_5,nasa_tlx_6,avers,nasatlx_aversion_complete,nasatlx_aversion2_timestamp,nasa_tlx_1b,nasa_tlx_2b,nasa_tlx_3b,nasa_tlx_4b,nasa_tlx_5b,nasa_tlx_6b,aversb,nasatlx_aversion2_complete,nasatlx_aversion3_timestamp,nasa_tlx_1c,nasa_tlx_2c,nasa_tlx_3c,nasa_tlx_4c,nasa_tlx_5c,nasa_tlx_6c,aversc,nasatlx_aversion3_complete,nasatlx_aversion4_timestamp,nasa_tlx_1d,nasa_tlx_2d,nasa_tlx_3d,nasa_tlx_4d,nasa_tlx_5d,nasa_tlx_6d,aversd,nasatlx_aversion4_complete,followup_coged_timestamp,followup_adherence,followup_motivation,followup_motivation_other,followup_coged_complete,t1_psychopy_ed_csv,t1_psychopy_nback_csv,t1_psychopy_randch_log,t1_session_notes,files_coged_complete,record_id_2,vl_er,date_er,preparatory_ered_complete,emg_eeg,emg_vhdr,emg_vmrk,er_psychopy_csv,ed_psychopy_csv,t2_session_notes,files_ered_complete,followup_ered_timestamp,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,followup_ered_complete
171_final,t1_questionnaires_arm_1,,1,M23B10,2,,0,2,2,0,3,0,0,-1,-3,0,0,-1,-3,0,-1,0,2,,2,3,2,2,3,2,1,1,2,1,2,2,1,3,2,2,2,2,4,2,1,2,1,3,3,2,2,1,2,2,2,,3,3,4,2,5,3,4,3,2,3,4,4,3,2,,3,2,2,2,3,2,3,2,2,3,2,,4,2,7,1,2,1,4,4,2,2,2,,3,1,4,1,4,2,,5,6,5,2,6,4,6,1,7,7,2,,2,2,2,3,2,3,1,3,1,1,3,1,2,3,1,2,2,2,1,2,2,,2,3,3,2,2,2,3,2,1,1,2,,5,3,1,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M23B10,CS,,2,,23,2,3,0,2,1,0,0,,2,,14,4,10,13,12,7,13,2,,16,5,13,17,13,4,4,2,,17,5,19,6,11,12,12,2,,15,6,20,8,14,16,20,2,,1,5,Avoid too much boredom (level 1) and too much stress for a level that I cannot do anyway (level 4).,2,,,,"The participant misunderstood the instruction	 so the experiment was re-started after the first 1-back round",2,,,,,,,,,,,,,,,,,,,,,,,,
171_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M23B10,CS,,2,,,,,,,2,,0,,1,,It worked well and it was not as much effort.,0,,0,,,,2
172,t1_questionnaires_arm_1,09.01.2023 10:17,1,D24T05,2,09.01.2023 10:19,2,1,2,-2,1,-2,0,-1,-3,-2,-2,-2,1,1,-3,-1,2,09.01.2023 10:21,3,2,3,2,3,3,3,4,1,3,4,3,3,2,3,2,2,2,1,3,1,1,3,2,2,1,1,3,1,4,2,09.01.2023 10:25,4,4,3,2,3,3,4,2,3,4,4,3,2,2,09.01.2023 10:26,3,3,2,3,3,3,1,2,2,3,2,09.01.2023 10:27,2,3,2,1,2,3,2,4,6,5,2,09.01.2023 10:28,3,2,1,1,3,2,09.01.2023 10:28,5,5,6,3,4,6,6,3,4,5,2,09.01.2023 10:30,1,2,1,4,4,2,2,2,4,2,3,3,3,2,4,2,3,2,1,3,2,09.01.2023 10:32,3,4,4,4,3,2,2,2,2,3,2,09.01.2023 10:32,5,2,5,3,2,09.01.2023 10:33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D24T05,JK,19.01.2023,2,19.01.2023 14:41,25,2,3,0,2,1,0,0,,2,19.01.2023 14:53,2,1,4,13,2,2,12,2,19.01.2023 15:02,13,2,5,12,15,2,5,2,19.01.2023 15:11,18,2,8,9,18,4,3,2,19.01.2023 15:20,19,2,10,4,18,4,3,2,19.01.2023 15:29,1,1,,2,D24T05_t1_ED.csv,D24T05_t1_nback.csv,D24T05_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
172,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D24T05,JK,26.01.2023,2,D24T05.eeg,D24T05.vhdr,D24T05.vmrk,D24T05_t2_ER.csv,D24T05_t2_ED.csv,,2,26.01.2023 15:36,1,Lachen ist schwerer zu unterdrücken ,1,,"Am wenigsten anstrengend, erlaubt sich dem Bildinhalt zu stellen",0,,0,,,,2
172_final,t1_questionnaires_arm_1,,1,D24T05,2,,2,1,2,-2,1,-2,0,-1,-3,-2,-2,-2,1,1,-3,-1,2,,3,2,3,2,3,3,3,4,1,3,4,3,3,2,3,2,2,2,1,3,1,1,3,2,2,1,1,3,1,4,2,,4,4,3,2,3,3,4,2,3,4,4,3,2,2,,3,3,2,3,3,3,1,2,2,3,2,,2,3,2,1,2,3,2,4,6,5,2,,3,2,1,1,3,2,,5,5,6,3,4,6,6,3,4,5,2,,1,2,1,4,4,2,2,2,4,2,3,3,3,2,4,2,3,2,1,3,2,,3,4,4,4,3,2,2,2,2,3,2,,5,2,5,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D24T05,JK,,2,,25,2,3,0,2,1,0,0,,2,,2,1,4,13,2,2,12,2,,13,2,5,12,15,2,5,2,,18,2,8,9,18,4,3,2,,19,2,10,4,18,4,3,2,,1,1,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
172_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D24T05,JK,,2,,,,,,,2,,1,Laughing is hard to suppress.,1,,"Least effortful	 and makes you face the image content.",0,,0,,,,2
173,t1_questionnaires_arm_1,10.01.2023 12:48,1,O27K03,2,10.01.2023 12:50,3,3,0,1,2,-1,-1,-2,-1,-3,-2,-2,2,1,-3,-2,2,10.01.2023 12:53,2,3,4,2,2,3,2,2,3,2,2,2,1,3,3,2,3,3,3,3,2,3,4,1,2,2,3,2,1,2,2,10.01.2023 12:54,3,4,3,4,4,3,4,4,4,3,2,3,4,2,10.01.2023 12:56,3,3,2,3,4,3,3,2,1,2,2,10.01.2023 12:58,1,1,2,1,1,1,3,3,1,3,2,10.01.2023 12:58,2,2,4,2,4,2,10.01.2023 12:59,7,6,6,3,6,6,7,5,6,6,2,10.01.2023 13:02,2,2,2,3,2,2,1,1,3,4,1,1,3,3,2,1,3,2,3,3,2,10.01.2023 13:04,3,4,4,3,3,2,2,2,3,4,2,10.01.2023 13:05,5,3,3,1,2,10.01.2023 13:05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O27K03,JK,20.01.2023,2,20.01.2023 16:03,24,2,3,0,2,1,0,0,,2,20.01.2023 16:23,2,1,5,12,3,1,3,2,20.01.2023 16:24,6,3,5,12,8,6,8,2,20.01.2023 16:33,11,1,9,9,9,10,10,2,20.01.2023 16:42,9,1,7,10,9,4,6,2,20.01.2023 16:52,1,4,,2,O27K03_t1_ED.csv,O27K03_t1_nback.csv,O27K03_t1_randomchoice.csv,"Probandin hat nach dem ersten Level den Nasa-tlx Fragebogen nicht ausgefüllt, erst nach dem zweiten Level nacheinander zwei Nasatlx",2,,,,,,,,,,,,,,,,,,,,,,,,
173,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O27K03,JK,27.01.2023,2,O27K03.eeg,O27K03.vhdr,O27K03.vmrk,O27K03_t2_ER.csv,O27K03_t2_ED.csv,"ich habe die Messung erst gestoppt, als ich die Messaufnehmer schon abgesteckt habe",2,27.01.2023 16:49,1,Ablenken fiel mir sehr schwer,1,,Für mich am angenehmsten und am wenigsten anstrengend.,0,,0,,,,2
173_final,t1_questionnaires_arm_1,,1,O27K03,2,,3,3,0,1,2,-1,-1,-2,-1,-3,-2,-2,2,1,-3,-2,2,,2,3,4,2,2,3,2,2,3,2,2,2,1,3,3,2,3,3,3,3,2,3,4,1,2,2,3,2,1,2,2,,3,4,3,4,4,3,4,4,4,3,2,3,4,2,,3,3,2,3,4,3,3,2,1,2,2,,1,1,2,1,1,1,3,3,1,3,2,,2,2,4,2,4,2,,7,6,6,3,6,6,7,5,6,6,2,,2,2,2,3,2,2,1,1,3,4,1,1,3,3,2,1,3,2,3,3,2,,3,4,4,3,3,2,2,2,3,4,2,,5,3,3,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O27K03,JK,,2,,24,2,3,0,2,1,0,0,,2,,2,1,5,12,3,1,3,2,,6,3,5,12,8,6,8,2,,11,1,9,9,9,10,10,2,,9,1,7,10,9,4,6,2,,1,4,,2,,,,"Participant forgot to fill out 1-back NASA TLX	 so she filled out both 1-back and 2-back after finishing the 2-back level",2,,,,,,,,,,,,,,,,,,,,,,,,
173_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O27K03,JK,,2,,,,,,Stopped physio data saving after unplugging the electrodes.,2,,1,Distraction was hard.,1,,Most comfortable and least effortful.,0,,0,,,,2
174,t1_questionnaires_arm_1,11.01.2023 12:14,1,E01S09,2,11.01.2023 12:17,2,0,-1,1,0,1,2,2,0,1,1,1,0,-2,-3,0,2,11.01.2023 12:20,2,3,1,1,2,2,3,4,1,2,4,2,3,3,1,2,1,2,3,1,1,1,1,1,2,3,3,3,1,2,2,11.01.2023 12:21,3,4,2,4,5,3,5,3,4,4,3,4,3,2,11.01.2023 12:23,2,2,2,3,4,2,2,2,3,2,2,11.01.2023 12:25,5,1,6,1,3,2,5,2,2,7,2,11.01.2023 12:26,3,3,1,1,4,2,11.01.2023 12:27,5,4,5,2,3,4,3,4,3,6,2,11.01.2023 12:30,3,3,3,2,1,4,3,3,3,2,2,3,2,1,3,1,2,2,2,1,2,11.01.2023 12:32,3,3,4,2,2,3,3,4,3,1,2,11.01.2023 12:33,1,2,2,3,2,11.01.2023 12:36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174_final,t1_questionnaires_arm_1,,1,E01S09,2,,2,0,-1,1,0,1,2,2,0,1,1,1,0,-2,-3,0,2,,2,3,1,1,2,2,3,4,1,2,4,2,3,3,1,2,1,2,3,1,1,1,1,1,2,3,3,3,1,2,2,,3,4,2,4,5,3,5,3,4,4,3,4,3,2,,2,2,2,3,4,2,2,2,3,2,2,,5,1,6,1,3,2,5,2,2,7,2,,3,3,1,1,4,2,,5,4,5,2,3,4,3,4,3,6,2,,3,3,3,2,1,4,3,3,3,2,2,3,2,1,3,1,2,2,2,1,2,,3,3,4,2,2,3,3,4,3,1,2,,1,2,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,t1_questionnaires_arm_1,11.01.2023 14:18,1,H12S10,2,11.01.2023 14:19,3,2,2,-3,3,1,-2,-2,-3,-2,-1,-2,1,1,-3,-3,2,11.01.2023 14:21,3,2,3,3,1,3,2,3,3,3,2,3,3,2,3,2,1,1,3,3,2,3,2,3,2,2,3,2,3,3,2,11.01.2023 14:22,4,2,4,2,3,5,2,4,4,2,4,3,4,2,11.01.2023 14:23,4,3,4,4,2,3,2,3,2,3,2,11.01.2023 14:24,6,5,6,2,6,5,6,5,6,6,2,11.01.2023 14:24,4,3,4,4,3,2,11.01.2023 14:25,7,5,6,5,7,6,5,5,5,5,2,11.01.2023 14:27,2,1,2,3,3,2,2,2,3,3,2,4,4,1,4,2,3,3,3,2,2,11.01.2023 14:28,2,2,2,3,2,2,1,2,2,1,2,11.01.2023 14:29,3,2,1,3,2,11.01.2023 14:31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H12S10,JK,13.01.2023,2,13.01.2023 13:26,20,1,3,0,2,1,0,0,,2,13.01.2023 13:38,3,1,2,18,4,2,1,2,13.01.2023 13:47,7,6,5,19,11,4,2,2,13.01.2023 13:56,17,15,13,11,16,8,4,2,13.01.2023 14:05,17,17,16,6,17,12,8,2,13.01.2023 14:13,1,2,,2,H12S10_t1_ED.csv,H12S10_t1_nback.csv,H12S10_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
175,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H12S10,JK,20.01.2023,2,H12S10.eeg,H12S10.vhdr,H12S10.vmrk,H12S10_t2_ER.csv,H12S10_t2_ED.csv,,2,20.01.2023 14:13,0,,1,,Weil ich sie als wirkungsvollste Strategie gegen aufkommende unangenehme Affekte wahrgenommen habe.,1,Im ersten Anschauen-Block waren die Bilder neutraler als in den folgenden.,0,,,,2
175_final,t1_questionnaires_arm_1,,1,H12S10,2,,3,2,2,-3,3,1,-2,-2,-3,-2,-1,-2,1,1,-3,-3,2,,3,2,3,3,1,3,2,3,3,3,2,3,3,2,3,2,1,1,3,3,2,3,2,3,2,2,3,2,3,3,2,,4,2,4,2,3,5,2,4,4,2,4,3,4,2,,4,3,4,4,2,3,2,3,2,3,2,,6,5,6,2,6,5,6,5,6,6,2,,4,3,4,4,3,2,,7,5,6,5,7,6,5,5,5,5,2,,2,1,2,3,3,2,2,2,3,3,2,4,4,1,4,2,3,3,3,2,2,,2,2,2,3,2,2,1,2,2,1,2,,3,2,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H12S10,JK,,2,,20,1,3,0,2,1,0,0,,2,,3,1,2,18,4,2,1,2,,7,6,5,19,11,4,2,2,,17,15,13,11,16,8,4,2,,17,17,16,6,17,12,8,2,,1,2,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
175_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H12S10,JK,,2,,,,,,,2,,0,,1,,Most effective strategy.,1,The first block had neutral pictures.,0,,,,2
176,t1_questionnaires_arm_1,12.01.2023 13:23,1,B13R07,2,12.01.2023 13:26,2,0,1,-2,2,-2,-2,-2,-1,-1,-2,-2,1,0,-3,-3,2,12.01.2023 13:28,3,2,3,2,1,4,3,3,2,3,1,3,3,1,3,3,2,1,2,3,1,4,1,1,2,2,2,1,4,3,2,12.01.2023 13:29,4,2,4,2,3,3,4,3,4,4,4,3,2,2,12.01.2023 13:31,4,3,4,2,3,3,2,3,2,3,2,12.01.2023 13:32,5,5,4,5,3,5,5,4,4,4,2,12.01.2023 13:33,1,1,1,1,1,2,12.01.2023 13:34,4,3,6,5,6,5,6,5,7,3,2,12.01.2023 13:37,2,2,1,4,3,2,2,2,3,3,1,1,4,4,1,1,3,3,3,2,2,12.01.2023 13:38,3,2,2,2,3,3,2,2,2,1,2,12.01.2023 13:39,2,2,3,3,2,12.01.2023 13:39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176_final,t1_questionnaires_arm_1,,1,B13R07,2,,2,0,1,-2,2,-2,-2,-2,-1,-1,-2,-2,1,0,-3,-3,2,,3,2,3,2,1,4,3,3,2,3,1,3,3,1,3,3,2,1,2,3,1,4,1,1,2,2,2,1,4,3,2,,4,2,4,2,3,3,4,3,4,4,4,3,2,2,,4,3,4,2,3,3,2,3,2,3,2,,5,5,4,5,3,5,5,4,4,4,2,,1,1,1,1,1,2,,4,3,6,5,6,5,6,5,7,3,2,,2,2,1,4,3,2,2,2,3,3,1,1,4,4,1,1,3,3,3,2,2,,3,2,2,2,3,3,2,2,2,1,2,,2,2,3,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,t1_questionnaires_arm_1,12.01.2023 13:29,1,N25N07,2,12.01.2023 13:32,2,2,2,1,3,-1,-1,-1,-3,1,-2,-1,0,1,-3,-2,2,12.01.2023 13:34,3,1,2,2,1,4,4,2,2,3,2,3,3,1,3,1,2,1,2,3,1,2,2,2,1,3,1,1,4,3,2,12.01.2023 13:35,2,3,4,1,3,4,4,3,3,3,5,4,2,2,12.01.2023 13:36,3,3,2,2,3,3,4,3,3,3,2,12.01.2023 13:38,5,3,5,3,5,3,5,5,6,5,2,12.01.2023 13:38,3,4,2,2,3,2,12.01.2023 13:39,5,5,5,4,6,6,3,2,5,2,2,12.01.2023 13:41,4,2,3,2,2,4,3,3,2,2,3,3,4,1,3,2,2,2,2,1,2,12.01.2023 13:43,3,2,3,3,3,2,1,2,2,2,2,12.01.2023 13:44,2,2,1,5,2,12.01.2023 13:44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N25N07,JZ,24.01.2023,2,24.01.2023 10:34,24,2,3,0,2,1,0,0,,2,24.01.2023 10:47,6,2,4,15,11,13,10,2,24.01.2023 10:57,10,2,7,13,13,11,11,2,24.01.2023 11:07,17,2,10,8,16,16,14,2,24.01.2023 11:17,18,2,11,11,17,16,12,2,24.01.2023 11:28,1,2,,2,N25N07_t1_ED.csv,N25N07_t1_nback.csv,N25N07_t1_randomchoice.csv,Transparenter Windows-Text in der rechten unteren Ecke,2,,,,,,,,,,,,,,,,,,,,,,,,
177,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N25N07,CS,31.01.2023,2,N25N07.eeg,N25N07.vhdr,N25N07.vmrk,N25N07_t2_ER.csv,N25N07_t2_ED.csv,,2,31.01.2023 11:31,0,,1,,Das hat für mich am besten funktioniert meine aufkommenden Emotionen zu regulieren. Die anderen Strategien fielen mir etwas schwerer.,0,,0,,,,2
177_final,t1_questionnaires_arm_1,,1,N25N07,2,,2,2,2,1,3,-1,-1,-1,-3,1,-2,-1,0,1,-3,-2,2,,3,1,2,2,1,4,4,2,2,3,2,3,3,1,3,1,2,1,2,3,1,2,2,2,1,3,1,1,4,3,2,,2,3,4,1,3,4,4,3,3,3,5,4,2,2,,3,3,2,2,3,3,4,3,3,3,2,,5,3,5,3,5,3,5,5,6,5,2,,3,4,2,2,3,2,,5,5,5,4,6,6,3,2,5,2,2,,4,2,3,2,2,4,3,3,2,2,3,3,4,1,3,2,2,2,2,1,2,,3,2,3,3,3,2,1,2,2,2,2,,2,2,1,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N25N07,JZ,,2,,24,2,3,0,2,1,0,0,,2,,6,2,4,15,11,13,10,2,,10,2,7,13,13,11,11,2,,17,2,10,8,16,16,14,2,,18,2,11,11,17,16,12,2,,1,2,,2,,,,Transparent Windows message in the lower right corner of the screen,2,,,,,,,,,,,,,,,,,,,,,,,,
