record_id,redcap_event_name,consent,subject_id_quest,information_complete,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,risc_01,risc_04,risc_06,risc_07,risc_08,risc_11,risc_14,risc_16,risc_17,risc_19,cdrisc_complete,acs_01,acs_02,acs_03,acs_04,acs_05,acs_06,acs_07,acs_08,acs_09,acs_10,acs_11,acs_12,acs_13,acs_14,acs_15,acs_16,acs_17,acs_18,acs_19,acs_20,acs_complete,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_complete,layb_01,layb_02,layb_03,layb_04,lay_beliefs_complete,appointment_complete,subject_id_lab,vl,date,preparatory_coged_complete,age,gender,edu,state,general_questions_complete,inclusion,inclusion_0___1,inclusion_0___2,inclusion_0_2,researcher_questions_complete,nasa_tlx_1,nasa_tlx_2,nasa_tlx_3,nasa_tlx_4,nasa_tlx_5,nasa_tlx_6,avers,nasatlx_aversion_complete,nasa_tlx_1b,nasa_tlx_2b,nasa_tlx_3b,nasa_tlx_4b,nasa_tlx_5b,nasa_tlx_6b,aversb,nasatlx_aversion2_complete,nasa_tlx_1c,nasa_tlx_2c,nasa_tlx_3c,nasa_tlx_4c,nasa_tlx_5c,nasa_tlx_6c,aversc,nasatlx_aversion3_complete,nasa_tlx_1d,nasa_tlx_2d,nasa_tlx_3d,nasa_tlx_4d,nasa_tlx_5d,nasa_tlx_6d,aversd,nasatlx_aversion4_complete,followup_adherence,followup_motivation,followup_motivation_other,followup_coged_complete,t1_psychopy_ed_csv,t1_psychopy_nback_csv,t1_psychopy_randch_log,t1_session_notes,files_coged_complete,record_id_2,vl_er,date_er,preparatory_ered_complete,emg_eeg,emg_vhdr,emg_vmrk,er_psychopy_csv,ed_psychopy_csv,t2_session_notes,files_ered_complete,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,followup_ered_complete
149_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D08C04,JK,02.12.2022,2,26,2,3,0,2,1,0,0,,2,4,3,8,19,2,9,3,2,11,9,13,11,13,11,5,2,20,10,19,3,18,15,7,2,18,10,16,5,17,11,5,2,1,3,,2,D08C04_t1_ED.csv,D08C04_t1_nback.csv,D08C04_t1_randomchoice.csv,Participant forgot to fill out NASA TLX for 3-back during the break before 4-back,,,,,,,,,,,,,,,,,,,,,,,,
149_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D08C04,JK,09.12.2022,2,D08C04.eeg,D08C04.vhdr,D08C04.vmrk,D08C04_t2_ER.csv,D08C04_t2_ED.csv,,2,1,During the experiment I tried to relax my facial muscles so I tensed up in other parts.,1,,Was easiest to do and had the best effect.,0,,0,,,,2
150_final,t1_questionnaires_arm_1,1,C11R08,2,1,-1,-1,-1,-1,-1,-1,-1,-3,1,-2,-1,-2,1,-2,-1,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,1,2,3,1,3,2,3,1,3,3,1,2,2,2,5,3,4,3,4,4,4,4,4,2,3,2,3,2,3,3,2,3,3,3,2,3,2,3,2,6,3,3,2,5,2,5,5,5,5,2,4,3,3,3,3,2,6,5,3,2,5,6,3,5,5,3,2,3,2,2,1,2,3,2,3,2,3,2,2,3,2,2,3,3,2,3,2,2,4,3,3,2,1,2,2,3,1,1,2,3,4,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C11R08,JK,06.01.2023,2,28,2,2,0,2,1,0,0,,2,1,1,1,19,2,1,1,2,4,2,4,16,4,2,2,2,13,3,7,12,11,14,7,2,17,3,9,12,16,14,4,2,1,4,,2,C11R08_t1_ED.csv,C11R08_t1_nback.csv,C11R08_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
150_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C11R08,JK,13.01.2023,2,C11R08.eeg,C11R08.vhdr,C11R08.vmrk,C11R08_t2_ER.csv,C11R08_t2_ED.csv,,2,0,,1,,It was better and easier for me.,0,,0,,,,2
151_final,t1_questionnaires_arm_1,1,P30F12,2,-2,-2,-2,-2,2,1,2,2,0,2,3,1,-1,-2,-2,-2,2,4,1,2,1,1,4,4,3,3,2,2,2,4,1,2,1,1,1,1,4,1,2,2,3,3,4,2,1,3,3,2,4,2,5,1,4,4,5,4,4,2,3,4,1,2,4,2,4,4,2,3,3,3,1,3,2,5,3,2,1,2,3,4,2,6,6,2,4,1,1,1,1,2,5,2,2,6,6,5,2,2,6,6,2,4,2,2,1,2,4,2,3,4,1,4,4,3,1,4,4,2,2,1,3,2,2,2,3,3,2,1,3,4,2,2,2,2,5,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P30F12,JZ,08.12.2022,2,21,2,3,0,2,1,0,0,,2,4,3,15,12,14,6,3,2,13,6,15,17,15,15,14,2,19,6,17,15,19,17,19,2,20,16,20,2,19,20,20,2,1,3,,2,P30F12_t1_ED.csv,P30F12_t1_nback.csv,P30F12_t1_randomchoice.csv,Due to wifi problems,,,,,,,,,,,,,,,,,,,,,,,,
152_final,t1_questionnaires_arm_1,1,T14G09,2,2,3,1,-3,2,-1,-1,-1,-3,1,-2,0,1,-1,-1,-2,2,3,2,4,1,2,4,2,1,2,2,3,3,4,3,3,3,3,1,3,3,3,3,3,1,3,3,1,4,1,4,2,4,3,4,4,3,4,5,1,3,4,4,4,2,2,3,1,1,3,4,2,4,2,2,3,2,1,1,1,1,7,1,5,5,1,5,2,1,2,1,0,1,2,5,5,6,3,3,7,3,5,6,5,2,3,1,1,1,3,3,2,3,2,3,3,2,1,2,4,1,1,1,1,3,2,3,2,4,3,4,3,1,3,3,4,2,1,5,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T14G09,JZ,09.12.2022,2,22,2,3,0,2,1,0,0,,2,7,1,4,17,3,2,1,2,6,5,5,14,15,11,5,2,15,7,17,11,18,15,2,2,20,11,18,18,20,11,16,2,1,1,,2,T14G09_t1_ED.csv,T14G09_t1_nback.csv,T14G09_t1_randomchoice.csv,Participant was definitely sick,,,,,,,,,,,,,,,,,,,,,,,,
152_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T14G09,JK,16.12.2022,2,T14G09.eeg,T14G09.vhdr,T14G09.vmrk,T14G09_t2_ER.csv,T14G09_t2_ED.csv,Participant had trouble understanding the instruction,,,,,,,,,,,,,
153_final,t1_questionnaires_arm_1,1,H18I08,2,1,1,1,-2,2,-1,-2,-2,-3,-1,-2,-1,-1,1,-2,-3,2,2,1,3,2,1,3,4,3,3,4,1,2,2,1,3,1,2,1,2,3,2,1,3,1,1,2,2,1,3,4,2,3,2,3,1,2,4,3,3,4,2,4,2,1,2,3,3,3,4,2,3,2,3,2,3,2,7,3,6,1,5,3,6,6,5,6,2,4,3,4,3,4,2,5,4,5,5,5,5,5,4,4,6,2,2,2,1,3,3,2,1,3,4,2,2,2,4,1,4,2,3,3,2,1,2,1,3,1,1,1,1,3,2,1,1,2,3,4,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H18I08,JZ,05.01.2023,2,19,2,3,0,2,1,0,0,,2,11,1,4,14,8,3,3,2,15,1,7,13,12,3,1,2,15,1,12,15,16,3,1,2,19,1,14,5,16,4,4,2,1,1,,2,H18I08_t1_ED.csv,H18I08_t1_nback.csv,H18I08_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
153_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H18I08,JZ,12.01.2023,2,H18I08.eeg,H18I08.vhdr,H18I08.vmrk,H18I08_t2_ER.csv,H18I08_t2_ED.csv,Impedance would not go down but view mode looked fine.,2,0,,1,,I felt like this one worked best.,0,,0,,,,2
154_final,t1_questionnaires_arm_1,1,H24B02,2,1,1,-1,-3,3,0,-1,0,2,-2,-3,3,1,-3,-1,-2,2,4,2,1,1,1,4,3,3,3,4,3,4,4,2,2,3,1,2,3,3,1,2,1,2,1,3,1,3,4,4,2,4,3,5,3,3,5,5,5,2,3,4,3,2,2,4,4,4,4,3,2,1,4,2,3,2,3,2,3,2,3,5,5,5,6,5,2,1,2,0,2,0,2,7,4,6,5,5,4,6,3,3,4,2,1,2,1,3,3,3,2,1,3,3,3,4,1,3,2,2,4,3,4,3,2,3,1,2,2,3,3,1,1,1,2,2,4,2,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H24B02,JZ,09.01.2023,2,19,2,3,0,2,1,0,0,,2,6,1,7,7,4,8,6,2,13,1,10,8,9,8,8,2,10,1,9,8,11,12,11,2,13,1,6,5,11,14,14,2,1,5,I tried to split the money in sections,2,H24B02_t1_ED.csv,H24B02_t1_nback.csv,H24B02_t1_randomchoice.csv,The participant misunderstood the instruction,,,,,,,,,,,,,,,,,,,,,,,,
154_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H24B02,JZ,16.01.2023,2,H24B02.eeg,H24B02.vhdr,H24B02.vmrk,H24B02_t2_ER.csv,H24B02_t2_ED.csv,,2,0,,1,,It was easiest.,1,I did not see a connection between the first and second session.,0,,,,2
155_final,t1_questionnaires_arm_1,1,E13T05,2,2,2,1,-1,3,1,-1,2,-2,1,-2,0,-2,-1,-3,-3,2,3,2,2,1,2,4,3,3,3,1,2,4,4,3,3,2,2,2,2,2,2,3,4,3,3,3,3,2,3,3,2,2,5,3,3,4,3,4,5,4,2,3,4,3,2,3,3,2,3,4,3,3,3,2,3,2,5,2,3,1,2,1,5,3,3,5,2,3,2,3,1,3,2,6,5,3,1,6,7,2,3,5,2,2,3,3,2,2,3,3,2,4,4,3,3,4,3,1,4,2,3,1,3,2,2,2,4,4,2,2,2,3,2,2,3,2,2,5,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E13T05,JZ,08.12.2022,2,19,2,3,0,2,1,0,0,,2,19,2,17,11,16,12,5,2,20,3,18,18,18,2,12,2,20,6,12,13,20,14,17,2,20,9,14,15,20,12,17,2,1,5,I wanted to get a fair reward for the task,2,E13T05_t1_ED.csv,E13T05_t1_nback.csv,E13T05_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
155_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E13T05,JZ,15.12.2022,2,E13T05.eeg,E13T05.vhdr,E13T05.vmrk,E13T05_t2_ER.csv,E13T05_t2_ED.csv,,2,1,Some strategies did not work at all for me.,1,,It was easiest to implement because I knew exactly what to do.,1,The strategies were increasingly hard to implement.,0,,,,2
156_final,t1_questionnaires_arm_1,1,H12S02,2,2,1,1,-1,3,0,1,2,-1,2,3,-2,-2,0,-2,-1,2,4,3,4,1,1,4,4,4,1,2,2,3,4,2,3,3,1,3,4,2,2,3,3,3,2,4,2,2,2,4,2,1,3,3,2,2,5,5,1,2,5,3,4,3,2,1,2,2,3,4,1,4,2,4,2,2,4,5,4,6,1,7,5,5,6,5,2,0,0,1,4,4,2,6,5,5,5,5,5,5,1,6,4,2,4,4,4,1,1,4,4,3,3,2,3,3,3,1,4,4,1,1,2,2,2,3,2,2,2,3,3,2,2,2,3,2,2,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H12S02,JK,09.01.2023,2,26,2,3,0,2,1,0,0,,2,3,1,2,13,2,4,1,2,2,1,2,11,2,2,1,2,3,1,2,11,2,1,1,2,4,1,1,11,3,1,1,2,1,2,,2,H12S02_t1_ED.csv,H12S02_t1_nback.csv,H12S02_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
156_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H12S02,JK,16.01.2023,2,H12S02.eeg,H12S02.vhdr,H12S02.vmrk,H12S02_t2_ER.csv,H12S02_t2_ED.csv,,2,0,,1,,Distancing makes you look at something rationally.,0,,0,,,,2
157_final,t1_questionnaires_arm_1,1,D17I09,2,1,1,2,1,1,-1,-1,-1,-2,-1,-2,-2,1,0,-2,-1,2,3,2,3,2,1,3,3,3,3,4,1,3,3,3,3,1,1,1,1,3,2,1,2,1,1,2,1,1,3,3,2,4,3,3,4,4,3,4,3,2,2,4,4,2,2,3,3,3,4,2,3,2,3,1,3,2,4,6,4,2,4,2,2,2,2,2,2,1,3,2,1,4,2,5,6,5,5,5,5,5,2,5,5,2,2,1,1,3,3,2,2,1,2,3,2,2,3,2,2,1,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158_final,t1_questionnaires_arm_1,1,S07L08,2,1,1,-1,1,2,-1,-2,0,-2,1,-1,-2,0,-1,-2,-2,2,3,2,3,2,2,2,4,2,2,2,1,3,4,2,2,1,3,2,3,2,1,3,2,2,2,2,1,1,2,4,2,4,5,4,2,5,3,3,3,5,2,4,3,2,2,3,3,2,3,3,3,4,3,2,4,2,5,2,5,2,2,4,5,3,5,5,2,1,1,2,1,2,2,6,5,5,6,6,5,3,4,5,3,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159_final,t1_questionnaires_arm_1,1,M01A11,2,2,3,-1,-2,3,0,1,0,-2,-1,-1,-3,0,0,-2,-1,2,1,1,2,3,2,3,1,1,2,1,1,3,1,1,3,2,3,1,2,3,1,3,2,1,4,4,3,2,2,2,2,2,3,1,1,4,2,1,1,4,4,3,2,3,2,2,3,2,4,4,1,2,3,3,1,2,5,6,2,5,2,7,1,5,7,5,2,2,5,1,1,2,2,6,6,7,3,7,7,3,5,2,5,2,3,4,4,1,1,4,3,4,1,3,2,4,4,3,2,3,2,1,2,1,2,4,1,4,4,4,3,1,4,4,4,2,4,1,5,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M01A11,MH,09.12.2022,2,19,1,3,0,2,1,0,0,,2,5,2,6,18,5,2,1,2,10,2,6,18,10,2,1,2,15,2,13,11,13,6,1,2,18,2,15,10,17,12,1,2,1,1,,2,M01A11_t1_ED.csv,M01A11_t1_nback.csv,M01A11_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
159_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M01A11,MH,16.12.2022,2,M01A11.eeg,M01A11.vhdr,M01A11.vmrk,M01A11_t2_ER.csv,M01A11_t2_ED.csv,,2,0,,1,,It felt easiest.,0,,0,,,,2
160_final,t1_questionnaires_arm_1,1,C15T09,2,2,1,-1,-1,2,-1,-2,-1,-2,1,-2,-2,-1,-3,-2,-2,2,3,2,2,2,2,3,3,3,2,3,2,4,3,2,3,1,2,1,3,3,1,2,2,2,2,3,2,2,2,2,2,2,3,4,2,3,4,3,4,4,2,3,4,2,2,3,2,2,3,3,2,3,2,2,3,2,3,5,5,1,5,5,5,6,6,5,2,3,2,2,3,3,2,6,5,2,5,5,6,4,2,5,6,2,3,2,3,1,2,3,2,4,2,3,2,3,3,1,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,4,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C15T09,JK,02.12.2022,2,20,2,3,0,2,1,0,0,,2,4,1,11,7,4,4,2,2,6,1,5,13,7,6,6,2,15,3,13,17,15,13,13,2,20,2,13,9,16,14,17,2,1,3,,2,C15T09_t1_ED.csv,C15T09_t1_nback.csv,C15T09_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
160_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C15T09,JK,13.12.2022,2,C15T09.eeg,C15T09.vhdr,C15T09.vmrk,C15T09_t2_ER.csv,C15T09_t2_ED.csv,,2,0,,1,,It was easiest.,0,,0,,,,2
161_final,t1_questionnaires_arm_1,1,n13b03,2,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162_final,t1_questionnaires_arm_1,1,R20E11,2,-1,1,1,-1,1,-2,-1,1,-3,-1,1,1,-1,-1,2,3,2,3,1,1,1,2,4,2,2,2,2,3,4,2,2,3,2,2,1,3,3,1,2,1,3,3,4,1,2,2,3,2,2,4,2,3,3,4,4,4,4,4,4,4,2,2,2,2,2,3,4,2,4,2,3,3,2,5,6,2,5,5,5,5,5,6,5,2,3,2,1,2,3,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163_final,t1_questionnaires_arm_1,1,N13B03,2,2,0,1,0,0,-1,-1,1,-2,-2,-1,-2,-1,-1,-2,-1,2,4,1,3,2,1,4,4,3,3,3,1,4,4,1,3,1,1,1,2,4,1,2,1,1,1,4,2,1,2,3,2,3,4,4,2,3,4,4,3,5,2,4,3,1,2,4,3,3,3,4,3,2,3,2,3,2,6,5,5,3,3,6,6,5,6,3,2,3,3,2,1,3,2,6,4,3,2,2,3,3,2,3,6,2,4,2,3,1,1,3,3,2,2,3,2,1,4,2,3,1,2,2,2,2,2,1,1,1,2,2,3,3,1,1,2,2,5,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N13B03,JK,09.12.2022,2,24,2,3,0,2,1,0,0,,2,9,2,16,15,15,16,9,2,11,2,14,15,16,15,9,2,18,2,15,13,17,16,10,2,18,2,14,13,18,16,10,2,1,5,Trade-off between effort and reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N13B03,JK,16.12.2022,2,N13B03.eeg,N13B03.vhdr,N13B03.vmrk,N13B03_t2_ER.csv,N13B03_t2_ED.csv,,2,1,I probably reacted most strongly to the first pictures with the household items because of the instruction.,1,,Seemed most relaxed to me.,1,I probably reacted most strongly to the first pictures with the household items because of the instruction.,0,,,,2
